__key__,Label1,Label2
coda_dataset/9970-Hacking-en-fcf90e4973ebcd3bd2320fca7f4b836fa184f863ca159db950e20e25e4cbd95f,Not Relevant,N/A
coda_dataset/5289-Hacking-en-21c188f2f9e207f9a7049f9e5e4bb3c959a45cc2cdba6a3f6b2040cef79f0468,Not Relevant,N/A
coda_dataset/4702-Hacking-en-d60934553895d088b66c642c8ff472c84012e0dfe791cf563f99ebc315cb8a71,Relevant,Malware
coda_dataset/4602-Hacking-en-327d5d06fec554452cab705cb7b18af7c15af6aaf8d9b91a4d6693ac90d78d47,Not Relevant,N/A
coda_dataset/278-Hacking-en-c0205b0b14ae65f68c7b525e521b9fb2a0b569a0c7cb10be649621a319fc4332,Not Relevant,N/A
coda_dataset/8233-Hacking-en-e9b6b7d1340b2824941ee18bf9ee22ad008dc6e09d8f752a6ea18f9c3c60b816,Relevant,Hack
coda_dataset/8517-Hacking-en-ea6763ba8d2f3b7ecea7a11622cbadd3700c95c0ae23be776ea7208f3b9d426e,Not Relevant,N/A
coda_dataset/8338-Hacking-en-9b00db306bb0fe98098dc247666c2396c246a7add60f82890a3fa8299ddd49f6,Relevant,Malware
coda_dataset/4537-Hacking-en-5c38293e0baa2b1ca02472f4e6d560310884becc7ca2985d2007f3bd5977e16f,Not Relevant,N/A
coda_dataset/8262-Hacking-en-8e8a1b2dfa258da4ac6d2c0c50a10f2137105ad86c6e09ae25de9cb4f6e45d42,Not Relevant,N/A
coda_dataset/4677-Hacking-en-a26703d967e36dffb6e5755577919057535b2c9abf8d2324c3d602de02101655,Not Relevant,N/A
coda_dataset/4862-Hacking-en-6ea5074f77cfc852a042ae0583e8ab156419c65e886f1b0ba5cb660c667d9371,Relevant,Vulnerability
coda_dataset/8275-Hacking-en-80bbad79f4e4732a265d4fa42080dcde388898619ada217361e4befa6a74b719,Not Relevant,N/A
coda_dataset/5114-Hacking-en-6a7c679fbb29fbc58a92bd3575dd699ab85aba97141392fb57d64a50f5b12770,Relevant,Hack
coda_dataset/8482-Hacking-en-e18a71fa59e557ebdb85da4506ac21d4c5862764ce5b3b2f6bcb945d2327467a,Not Relevant,N/A
coda_dataset/8297-Hacking-en-cbce6c5fa8522ccc93ecfdb6324738b7a035d7e3516c36eeb6a4fcb2bc0f4cc8,Relevant,Hack
coda_dataset/4578-Hacking-en-5398f02f1cc7448555f6f90927a8182caeacbd6ac5e84c6b2f5f6d5f66dbadb0,Relevant,Hack
coda_dataset/947-Hacking-en-dee072beec3add14896f51b8454f0bbb5bb4141b3febf87e239940a1b0b19bb7,Not Relevant,N/A
coda_dataset/669-Hacking-en-243f98e6bc187c1d83231c6ad99940fbe41f22c2420996b975d90881a8791474,Not Relevant,N/A
coda_dataset/2416-Hacking-en-cb89345d4c07897e4383b4fb72a7917161a5a05db31a1c306f505bc4f71cbc49,Not Relevant,N/A
coda_dataset/8398-Hacking-en-979dc5798ae0f06500468b66485cec9e23821feb65821c82b49ae757dae5c527,Not Relevant,N/A
coda_dataset/617-Hacking-en-99e2c847f336b5f45102e803d2d591f03c9595efdc66b983bf977546f9f2d83d,Not Relevant,N/A
coda_dataset/8424-Hacking-en-b80a94665899bae72f5f22fa74b25086834caace1e0ca9fc2d162c529861d37d,Not Relevant,N/A
coda_dataset/4612-Hacking-en-4dc5f009b58f15deca7738d1ab868e942afb652cc46bb6829ed72dcb7e6fcf09,Relevant,Hack
coda_dataset/8427-Hacking-en-2df5b00bc8a4ce18f6201e25ab7e6b5a79e45e125552fb5735d7a28989626a93,Not Relevant,N/A
coda_dataset/4609-Hacking-en-bf91452a369258e70a3e8c07212094e89bb7fc0d43cb1434a71f38b3d4183892,Not Relevant,N/A
coda_dataset/4623-Hacking-en-317752580c192df2f637b71eddb20c611b39d90c93d480b0f71bdf1ee126d7f0,Relevant,Hack
coda_dataset/8235-Hacking-en-ef27fc787988379d064828d3ba514a88f43100997b1e87631dedcea2f8d83264,Not Relevant,N/A
coda_dataset/8357-Hacking-en-114c40253a5906e0dfb3052e8dbbb813db1ca9c80aa984fb9525c44a097ceb03,Relevant,Malware
coda_dataset/1757-Hacking-en-3c06683fdfb0321c01a471667e8544889513098acbe30d80ec93a92b2f340dab,Not Relevant,N/A
coda_dataset/281-Hacking-en-e57d1abfdd6b0683197e5d56a5777e44eabd5ca7b74910134505e166242a1f32,Relevant,Vulnerability
coda_dataset/8436-Hacking-en-2947ebbf1a23455d3648f3f496dfa9c6514449d55f8edc6ae8c0d8a3d74c65a6,Not Relevant,N/A
coda_dataset/8243-Hacking-en-3fb6351df9b0e7acb484807dd0a3a6528f4a8edea637d0791b687f093ab7bbcb,Relevant,Malware
coda_dataset/538-Hacking-en-62b0a2b4299456cf9385f69ddefafc2196448c87535160cdbca7a93ad6dc895a,Not Relevant,N/A
coda_dataset/8457-Hacking-en-e8fecfc81f1ab3ed8cfed5f5f250b7137733952f7f69221e01bfc6689d68db93,Not Relevant,N/A
coda_dataset/2997-Hacking-en-b78c167b89f92399bedb5ce274fc7b7e8551c627e3977362d761ec982f0aa20b,Relevant,Malware
coda_dataset/5117-Hacking-en-8fe982e313315714eb4a36552f095cbb2c00a0a165ab426f4c28feb55db3cd91,Relevant,Hack
coda_dataset/4697-Hacking-en-d1ad687c5d1a736704353e151bde3243db79a973831c48592ec313112054e9b0,Relevant,Hack
coda_dataset/2376-Hacking-en-a177197772a80ff60fbb1a0868e29a0ce585bc9b59c0e13f6787f1988ac2c44a,Relevant,Hack
coda_dataset/8415-Hacking-en-1bd25c3dd485204fa9557683508c6a34440e6afc93ce90be88d91ccd2380c190,Relevant,Malware
coda_dataset/1360-Hacking-en-1a461be7808a42e43290fa46efca996fdf655f210f5c16250a1ed9183cd08c44,Relevant,Hack
coda_dataset/8336-Hacking-en-f74dd72388caf9ab3e29bbd9b8b92bd98e1d039815e9e5ba30f9072d8c0e5a75,Relevant,Malware
coda_dataset/8305-Hacking-en-ab638cedd24e09d1b19310637ba26261dcf1c0e06c6a86f39404b2cacd29f514,Relevant,Hack
coda_dataset/8493-Hacking-en-2f4b6a1139413e113c1fefbb1253f4cbaefd34e595657b29b47647511cb51a38,Not Relevant,N/A
coda_dataset/8288-Hacking-en-2ae721c91d6407c72401e7151ade83b23360f103f26505a26861cb341e41cf9c,Relevant,Hack
coda_dataset/8518-Hacking-en-c7ac229415378a27eef234106e66e7491b4ca2d42bd4b8ad457cd84accb6418b,Relevant,Hack
coda_dataset/8201-Hacking-en-3c9d2588301ebe7e0736d02ce6ec86e7fdb622b827a201d9ff3ef81eca518fe8,Not Relevant,N/A
